Età,Sesso,Anno,Totale
42,Maschi,2020,415526
42,Femmine,2020,417680
43,Maschi,2020,433364
43,Femmine,2020,436100
44,Maschi,2020,453257
44,Femmine,2020,457174
45,Maschi,2020,471358
45,Femmine,2020,475833
46,Maschi,2020,467247
46,Femmine,2020,474137
47,Maschi,2020,472445
47,Femmine,2020,477972
48,Maschi,2020,474990
48,Femmine,2020,484718
49,Maschi,2020,470760
49,Femmine,2020,480305
5,Maschi,2020,256796
5,Femmine,2020,242348
50,Maschi,2020,482299
50,Femmine,2020,494026
51,Maschi,2020,478051
51,Femmine,2020,490930
52,Maschi,2020,478289
52,Femmine,2020,494239
53,Maschi,2020,483736
53,Femmine,2020,497079
54,Maschi,2020,481769
54,Femmine,2020,496286
55,Maschi,2020,486783
55,Femmine,2020,503388
56,Maschi,2020,453415
56,Femmine,2020,474410
57,Maschi,2020,436116
57,Femmine,2020,459353
58,Maschi,2020,425668
58,Femmine,2020,450711
59,Maschi,2020,411026
59,Femmine,2020,436621
6,Maschi,2020,260833
6,Femmine,2020,246458
60,Maschi,2020,399772
60,Femmine,2020,425767
61,Maschi,2020,379385
61,Femmine,2020,407946
62,Maschi,2020,374272
62,Femmine,2020,403219
63,Maschi,2020,365197
63,Femmine,2020,394534
64,Maschi,2020,356296
64,Femmine,2020,386962
65,Maschi,2020,348378
65,Femmine,2020,381206
66,Maschi,2020,331878
66,Femmine,2020,361610
67,Maschi,2020,323404
67,Femmine,2020,356098
68,Maschi,2020,320057
68,Femmine,2020,353899
69,Maschi,2020,329023
69,Femmine,2020,365461
7,Maschi,2020,272305
7,Femmine,2020,257168
70,Maschi,2020,328058
70,Femmine,2020,366082
71,Maschi,2020,337758
71,Femmine,2020,381061
72,Maschi,2020,326516
72,Femmine,2020,370061
73,Maschi,2020,320411
73,Femmine,2020,368668
74,Maschi,2020,242563
74,Femmine,2020,283182
75,Maschi,2020,244277
75,Femmine,2020,289606
76,Maschi,2020,239378
76,Femmine,2020,291246
77,Maschi,2020,231750
77,Femmine,2020,286596
78,Maschi,2020,225808
78,Femmine,2020,285508
79,Maschi,2020,240020
79,Femmine,2020,309824
8,Maschi,2020,276769
8,Femmine,2020,261133
80,Maschi,2020,227517
80,Femmine,2020,298567
81,Maschi,2020,209720
81,Femmine,2020,284151
82,Maschi,2020,183104
82,Femmine,2020,255966
83,Maschi,2020,159380
83,Femmine,2020,233554
84,Maschi,2020,151066
84,Femmine,2020,228511
85,Maschi,2020,132945
85,Femmine,2020,211312
86,Maschi,2020,115967
86,Femmine,2020,192830
87,Maschi,2020,98570
87,Femmine,2020,174836
88,Maschi,2020,85751
88,Femmine,2020,159752
89,Maschi,2020,74576
89,Femmine,2020,150085
9,Maschi,2020,285537
9,Femmine,2020,268609
90,Maschi,2020,56540
90,Femmine,2020,121480
91,Maschi,2020,44385
91,Femmine,2020,103848
92,Maschi,2020,34603
92,Femmine,2020,86770
93,Maschi,2020,25393
93,Femmine,2020,69890
94,Maschi,2020,18209
94,Femmine,2020,55242
95,Maschi,2020,13171
95,Femmine,2020,42478
96,Maschi,2020,9311
96,Femmine,2020,32136
97,Maschi,2020,6123
97,Femmine,2020,23179
98,Maschi,2020,4007
98,Femmine,2020,16553
99,Maschi,2020,2529
99,Femmine,2020,10892
0,Maschi,2021,208412
0,Femmine,2021,196544
1,Maschi,2021,216969
1,Femmine,2021,206300
10,Maschi,2021,287198
10,Femmine,2021,269994
11,Maschi,2021,291582
11,Femmine,2021,274675
12,Maschi,2021,294561
12,Femmine,2021,278502
13,Maschi,2021,294772
13,Femmine,2021,277231
14,Maschi,2021,295760
14,Femmine,2021,277420
15,Maschi,2021,294449
15,Femmine,2021,275666
16,Maschi,2021,296085
16,Femmine,2021,278695
17,Maschi,2021,294149
17,Femmine,2021,275524
18,Maschi,2021,292774
18,Femmine,2021,273389
19,Maschi,2021,299358
19,Femmine,2021,276924
2,Maschi,2021,228106
2,Femmine,2021,215465
20,Maschi,2021,309949
20,Femmine,2021,282960
21,Maschi,2021,308471
21,Femmine,2021,279574
22,Maschi,2021,313052
22,Femmine,2021,280705
23,Maschi,2021,309342
23,Femmine,2021,281499
24,Maschi,2021,308686
24,Femmine,2021,283102
25,Maschi,2021,306234
25,Femmine,2021,282947
26,Maschi,2021,306729
26,Femmine,2021,287493
27,Maschi,2021,310129
27,Femmine,2021,294211
28,Maschi,2021,323025
28,Femmine,2021,307046
29,Maschi,2021,320148
29,Femmine,2021,307617
3,Maschi,2021,238741
3,Femmine,2021,225498
30,Maschi,2021,327009
30,Femmine,2021,313564
31,Maschi,2021,323860
31,Femmine,2021,315642
32,Maschi,2021,331960
32,Femmine,2021,323448
33,Maschi,2021,324988
33,Femmine,2021,318664
34,Maschi,2021,326070
34,Femmine,2021,320941
35,Maschi,2021,335245
35,Femmine,2021,332033
36,Maschi,2021,342289
36,Femmine,2021,338839
37,Maschi,2021,348579
37,Femmine,2021,345027
38,Maschi,2021,359901
38,Femmine,2021,358229
39,Maschi,2021,361515
39,Femmine,2021,361595
4,Maschi,2021,246617
4,Femmine,2021,233858
40,Maschi,2021,372215
40,Femmine,2021,369202
41,Maschi,2021,381514
41,Femmine,2021,382824
42,Maschi,2021,402265
42,Femmine,2021,402664
43,Maschi,2021,413967
43,Femmine,2021,417088
44,Maschi,2021,431541
44,Femmine,2021,435290
45,Maschi,2021,451779
45,Femmine,2021,456301
46,Maschi,2021,469477
46,Femmine,2021,474653
47,Maschi,2021,465176
47,Femmine,2021,472837
48,Maschi,2021,470361
48,Femmine,2021,476386
49,Maschi,2021,472664
49,Femmine,2021,482867
5,Maschi,2021,253592
5,Femmine,2021,239726
50,Maschi,2021,468171
50,Femmine,2021,478082
51,Maschi,2021,479429
51,Femmine,2021,491151
52,Maschi,2021,474659
52,Femmine,2021,487595
53,Maschi,2021,475015
53,Femmine,2021,490597
54,Maschi,2021,479767
54,Femmine,2021,493209
55,Maschi,2021,477592
55,Femmine,2021,492347
56,Maschi,2021,482300
56,Femmine,2021,498964
57,Maschi,2021,449183
57,Femmine,2021,470280
58,Maschi,2021,431452
58,Femmine,2021,454905
59,Maschi,2021,420581
59,Femmine,2021,446361
6,Maschi,2021,257712
6,Femmine,2021,243319
60,Maschi,2021,405934
60,Femmine,2021,432200
61,Maschi,2021,394296
61,Femmine,2021,421054
62,Maschi,2021,373824
62,Femmine,2021,402963
63,Maschi,2021,368091
63,Femmine,2021,398570
64,Maschi,2021,359064
64,Femmine,2021,390100
65,Maschi,2021,350200
65,Femmine,2021,382732
66,Maschi,2021,342178
66,Femmine,2021,376946
67,Maschi,2021,325411
67,Femmine,2021,357196
68,Maschi,2021,319361
68,Femmine,2021,353270
69,Maschi,2021,315798
69,Femmine,2021,351241
7,Maschi,2021,262489
7,Femmine,2021,247948
70,Maschi,2021,324134
70,Femmine,2021,362392
71,Maschi,2021,322436
71,Femmine,2021,362533
72,Maschi,2021,331255
72,Femmine,2021,377092
73,Maschi,2021,319265
73,Femmine,2021,365772
74,Maschi,2021,312420
74,Femmine,2021,363872
75,Maschi,2021,235648
75,Femmine,2021,278760
76,Maschi,2021,236450
76,Femmine,2021,284553
77,Maschi,2021,230615
77,Femmine,2021,285333
78,Maschi,2021,222215
78,Femmine,2021,279972
79,Maschi,2021,215706
79,Femmine,2021,277958
8,Maschi,2021,273619
8,Femmine,2021,258440
80,Maschi,2021,227503
80,Femmine,2021,300257
81,Maschi,2021,214560
81,Femmine,2021,288098
82,Maschi,2021,195982
82,Femmine,2021,272579
83,Maschi,2021,169321
83,Femmine,2021,243701
84,Maschi,2021,145752
84,Femmine,2021,220210
85,Maschi,2021,136315
85,Femmine,2021,213540
86,Maschi,2021,118356
86,Femmine,2021,195261
87,Maschi,2021,101657
87,Femmine,2021,175772
88,Maschi,2021,84718
88,Femmine,2021,157267
89,Maschi,2021,72167
89,Femmine,2021,141049
9,Maschi,2021,278649
9,Femmine,2021,262846
90,Maschi,2021,61359
90,Femmine,2021,130133
91,Maschi,2021,45462
91,Femmine,2021,103024
92,Maschi,2021,34525
92,Femmine,2021,85660
93,Maschi,2021,26278
93,Femmine,2021,70004
94,Maschi,2021,18570
94,Femmine,2021,54643
95,Maschi,2021,12913
95,Femmine,2021,41947
96,Maschi,2021,9066
96,Femmine,2021,31227
97,Maschi,2021,6167
97,Femmine,2021,22849
98,Maschi,2021,3998
98,Femmine,2021,16115
99,Maschi,2021,2526
99,Femmine,2021,11109
0,Maschi,2022,205371
0,Femmine,2022,195255
1,Maschi,2022,209824
1,Femmine,2022,197810
10,Maschi,2022,280091
10,Femmine,2022,264218
11,Maschi,2022,288645
11,Femmine,2022,271368
12,Maschi,2022,292919
12,Femmine,2022,275957
13,Maschi,2022,295957
13,Femmine,2022,279801
14,Maschi,2022,296180
14,Femmine,2022,278508
15,Maschi,2022,297220
15,Femmine,2022,278674
16,Maschi,2022,295963
16,Femmine,2022,276845
17,Maschi,2022,299478
17,Femmine,2022,280939
18,Maschi,2022,295158
18,Femmine,2022,274550
19,Maschi,2022,294218
19,Femmine,2022,273072
2,Maschi,2022,217987
2,Femmine,2022,207196
20,Maschi,2022,299483
20,Femmine,2022,276153
21,Maschi,2022,307995
21,Femmine,2022,280508
22,Maschi,2022,306585
22,Femmine,2022,276923
23,Maschi,2022,310871
23,Femmine,2022,277904
24,Maschi,2022,307450
24,Femmine,2022,279469
25,Maschi,2022,307226
25,Femmine,2022,281322
26,Maschi,2022,304818
26,Femmine,2022,281629
27,Maschi,2022,306056
27,Femmine,2022,286744
28,Maschi,2022,309781
28,Femmine,2022,293909
29,Maschi,2022,322737
29,Femmine,2022,307123
3,Maschi,2022,228694
3,Femmine,2022,215944
30,Maschi,2022,320462
30,Femmine,2022,307805
31,Maschi,2022,327385
31,Femmine,2022,314003
32,Maschi,2022,324501
32,Femmine,2022,315916
33,Maschi,2022,333154
33,Femmine,2022,323709
34,Maschi,2022,325923
34,Femmine,2022,318791
35,Maschi,2022,327214
35,Femmine,2022,321096
36,Maschi,2022,336526
36,Femmine,2022,332206
37,Maschi,2022,343183
37,Femmine,2022,338992
38,Maschi,2022,349548
38,Femmine,2022,345105
39,Maschi,2022,361018
39,Femmine,2022,357984
4,Maschi,2022,239183
4,Femmine,2022,225570
40,Maschi,2022,362241
40,Femmine,2022,361207
41,Maschi,2022,372928
41,Femmine,2022,369016
42,Maschi,2022,382441
42,Femmine,2022,382644
43,Maschi,2022,403045
43,Femmine,2022,402520
44,Maschi,2022,414855
44,Femmine,2022,417187
45,Maschi,2022,432706
45,Femmine,2022,435229
46,Maschi,2022,452800
46,Femmine,2022,456347
47,Maschi,2022,470567
47,Femmine,2022,474641
48,Maschi,2022,466435
48,Femmine,2022,473075
49,Maschi,2022,471355
49,Femmine,2022,476715
5,Maschi,2022,245640
5,Femmine,2022,233044
50,Maschi,2022,473646
50,Femmine,2022,483171
51,Maschi,2022,469300
51,Femmine,2022,478407
52,Maschi,2022,480540
52,Femmine,2022,491553
53,Maschi,2022,475775
53,Femmine,2022,487952
54,Maschi,2022,476000
54,Femmine,2022,490893
55,Maschi,2022,481069
55,Femmine,2022,493808
56,Maschi,2022,478662
56,Femmine,2022,492768
57,Maschi,2022,483300
57,Femmine,2022,499325
58,Maschi,2022,449809
58,Femmine,2022,470176
59,Maschi,2022,431801
59,Femmine,2022,454417
6,Maschi,2022,252296
6,Femmine,2022,238523
60,Maschi,2022,420605
60,Femmine,2022,445450
61,Maschi,2022,405827
61,Femmine,2022,430828
62,Maschi,2022,393855
62,Femmine,2022,419315
63,Maschi,2022,373144
63,Femmine,2022,400873
64,Maschi,2022,367086
64,Femmine,2022,396301
65,Maschi,2022,357674
65,Femmine,2022,387503
66,Maschi,2022,348305
66,Femmine,2022,379960
67,Maschi,2022,339780
67,Femmine,2022,373354
68,Maschi,2022,323307
68,Femmine,2022,354570
69,Maschi,2022,314146
69,Femmine,2022,348843
7,Maschi,2022,260055
7,Femmine,2022,245536
70,Maschi,2022,309999
70,Femmine,2022,346511
71,Maschi,2022,317704
71,Femmine,2022,357328
72,Maschi,2022,315416
72,Femmine,2022,357140
73,Maschi,2022,323313
73,Femmine,2022,371104
74,Maschi,2022,310853
74,Femmine,2022,359551
75,Maschi,2022,303291
75,Femmine,2022,356948
76,Maschi,2022,227616
76,Femmine,2022,272894
77,Maschi,2022,227767
77,Femmine,2022,278056
78,Maschi,2022,221025
78,Femmine,2022,278075
79,Maschi,2022,211994
79,Femmine,2022,271851
8,Maschi,2022,263845
8,Femmine,2022,249119
80,Maschi,2022,204923
80,Femmine,2022,269090
81,Maschi,2022,214994
81,Femmine,2022,289391
82,Maschi,2022,201163
82,Femmine,2022,276268
83,Maschi,2022,182174
83,Femmine,2022,259546
84,Maschi,2022,156136
84,Femmine,2022,230238
85,Maschi,2022,132632
85,Femmine,2022,206074
86,Maschi,2022,122383
86,Femmine,2022,197860
87,Maschi,2022,104653
87,Femmine,2022,178743
88,Maschi,2022,88175
88,Femmine,2022,158660
89,Maschi,2022,72142
89,Femmine,2022,139930
9,Maschi,2022,275299
9,Femmine,2022,259960
90,Maschi,2022,60361
90,Femmine,2022,123386
91,Maschi,2022,50024
91,Femmine,2022,111473
92,Maschi,2022,36098
92,Femmine,2022,86552
93,Maschi,2022,26727
93,Femmine,2022,70213
94,Maschi,2022,19723
94,Femmine,2022,55782
95,Maschi,2022,13473
95,Femmine,2022,42582
96,Maschi,2022,9083
96,Femmine,2022,31719
97,Maschi,2022,6196
97,Femmine,2022,22975
98,Maschi,2022,4117
98,Femmine,2022,16411
99,Maschi,2022,2571
99,Femmine,2022,11171
0,Maschi,2023,203086
0,Femmine,2023,190834
1,Maschi,2023,207218
1,Femmine,2023,197034
10,Maschi,2023,276385
10,Femmine,2023,260983
11,Maschi,2023,281120
11,Femmine,2023,265099
12,Maschi,2023,289714
12,Femmine,2023,272242
13,Maschi,2023,294025
13,Femmine,2023,276869
14,Maschi,2023,297185
14,Femmine,2023,280786
15,Maschi,2023,297394
15,Femmine,2023,279486
16,Maschi,2023,298845
16,Femmine,2023,279547
17,Maschi,2023,298641
17,Femmine,2023,277701
18,Maschi,2023,304193
18,Femmine,2023,282146
19,Maschi,2023,300052
19,Femmine,2023,277103
2,Maschi,2023,211696
2,Femmine,2023,199551
20,Maschi,2023,298116
20,Femmine,2023,275666
21,Maschi,2023,303004
21,Femmine,2023,278844
22,Maschi,2023,311847
22,Femmine,2023,283874
23,Maschi,2023,310412
23,Femmine,2023,280399
24,Maschi,2023,314704
24,Femmine,2023,281478
25,Maschi,2023,311008
25,Femmine,2023,282940
26,Maschi,2023,310911
26,Femmine,2023,284846
27,Maschi,2023,308660
27,Femmine,2023,285302
28,Maschi,2023,309963
28,Femmine,2023,290555
29,Maschi,2023,313746
29,Femmine,2023,297739
3,Maschi,2023,219719
3,Femmine,2023,208732
30,Maschi,2023,326788
30,Femmine,2023,311199
31,Maschi,2023,324287
31,Femmine,2023,311646
32,Maschi,2023,331268
32,Femmine,2023,317678
33,Maschi,2023,327973
33,Femmine,2023,319514
34,Maschi,2023,336528
34,Femmine,2023,327242
35,Maschi,2023,329133
35,Femmine,2023,322167
36,Maschi,2023,329835
36,Femmine,2023,324401
37,Maschi,2023,338960
37,Femmine,2023,335336
38,Maschi,2023,345431
38,Femmine,2023,341933
39,Maschi,2023,351542
39,Femmine,2023,347925
4,Maschi,2023,230081
4,Femmine,2023,217293
40,Maschi,2023,362798
40,Femmine,2023,360668
41,Maschi,2023,363755
41,Femmine,2023,363732
42,Maschi,2023,374326
42,Femmine,2023,371342
43,Maschi,2023,383399
43,Femmine,2023,385004
44,Maschi,2023,403869
44,Femmine,2023,404671
45,Maschi,2023,415445
45,Femmine,2023,419171
46,Maschi,2023,433164
46,Femmine,2023,437072
47,Maschi,2023,453026
47,Femmine,2023,458033
48,Maschi,2023,470558
48,Femmine,2023,476322
49,Maschi,2023,466458
49,Femmine,2023,474728
5,Maschi,2023,240388
5,Femmine,2023,226752
50,Maschi,2023,471103
50,Femmine,2023,478132
51,Maschi,2023,473237
51,Femmine,2023,484471
52,Maschi,2023,468571
52,Femmine,2023,479621
53,Maschi,2023,479794
53,Femmine,2023,492654
54,Maschi,2023,474908
54,Femmine,2023,488974
55,Maschi,2023,474832
55,Femmine,2023,491849
56,Maschi,2023,479716
56,Femmine,2023,494413
57,Maschi,2023,477089
57,Femmine,2023,493124
58,Maschi,2023,481573
58,Femmine,2023,499748
59,Maschi,2023,447787
59,Femmine,2023,470470
6,Maschi,2023,247005
6,Femmine,2023,234312
60,Maschi,2023,429758
60,Femmine,2023,454591
61,Maschi,2023,418279
61,Femmine,2023,445337
62,Maschi,2023,403523
62,Femmine,2023,430584
63,Maschi,2023,391182
63,Femmine,2023,418597
64,Maschi,2023,370180
64,Femmine,2023,400259
65,Maschi,2023,363931
65,Femmine,2023,395446
66,Maschi,2023,354269
66,Femmine,2023,386248
67,Maschi,2023,344662
67,Femmine,2023,378252
68,Maschi,2023,335934
68,Femmine,2023,371628
69,Maschi,2023,318955
69,Femmine,2023,352187
7,Maschi,2023,253577
7,Femmine,2023,239574
70,Maschi,2023,309188
70,Femmine,2023,346323
71,Maschi,2023,304607
71,Femmine,2023,343361
72,Maschi,2023,311434
72,Femmine,2023,353764
73,Maschi,2023,308691
73,Femmine,2023,353143
74,Maschi,2023,315600
74,Femmine,2023,366069
75,Maschi,2023,302476
75,Femmine,2023,354023
76,Maschi,2023,294157
76,Femmine,2023,350711
77,Maschi,2023,219562
77,Femmine,2023,267324
78,Maschi,2023,218972
78,Femmine,2023,271655
79,Maschi,2023,211468
79,Femmine,2023,270587
8,Maschi,2023,261164
8,Femmine,2023,246566
80,Maschi,2023,201754
80,Femmine,2023,263597
81,Maschi,2023,193892
81,Femmine,2023,259877
82,Maschi,2023,201752
82,Femmine,2023,277832
83,Maschi,2023,187379
83,Femmine,2023,263599
84,Maschi,2023,167906
84,Femmine,2023,245636
85,Maschi,2023,142357
85,Femmine,2023,215951
86,Maschi,2023,119118
86,Femmine,2023,190900
87,Maschi,2023,108115
87,Femmine,2023,180952
88,Maschi,2023,90989
88,Femmine,2023,160844
89,Maschi,2023,74831
89,Femmine,2023,140419
9,Maschi,2023,264925
9,Femmine,2023,250184
90,Maschi,2023,59756
90,Femmine,2023,121773
91,Maschi,2023,48855
91,Femmine,2023,104919
92,Maschi,2023,39332
92,Femmine,2023,92832
93,Maschi,2023,27464
93,Femmine,2023,70257
94,Maschi,2023,19574
94,Femmine,2023,55020
95,Maschi,2023,13952
95,Femmine,2023,42500
96,Maschi,2023,9180
96,Femmine,2023,31452
97,Maschi,2023,5879
97,Femmine,2023,22541
98,Maschi,2023,4000
98,Femmine,2023,15836
99,Maschi,2023,2528
99,Femmine,2023,10875
0,Maschi,2024,195688
0,Femmine,2024,184942
1,Maschi,2024,204738
1,Femmine,2024,192455
10,Maschi,2024,266331
10,Femmine,2024,251495
11,Maschi,2024,277888
11,Femmine,2024,262271
12,Maschi,2024,282542
12,Femmine,2024,266330
13,Maschi,2024,291214
13,Femmine,2024,273403
14,Maschi,2024,295569
14,Femmine,2024,278076
15,Maschi,2024,298883
15,Femmine,2024,282062
16,Maschi,2024,299700
16,Femmine,2024,280540
17,Maschi,2024,302297
17,Femmine,2024,280729
18,Maschi,2024,304333
18,Femmine,2024,279127
19,Maschi,2024,309963
19,Femmine,2024,283627
2,Maschi,2024,208930
2,Femmine,2024,198642
20,Maschi,2024,304996
20,Femmine,2024,278991
21,Maschi,2024,302673
21,Femmine,2024,277626
22,Maschi,2024,306574
22,Femmine,2024,280348
23,Maschi,2024,315925
23,Femmine,2024,285778
24,Maschi,2024,314636
24,Femmine,2024,282812
25,Maschi,2024,319013
25,Femmine,2024,283771
26,Maschi,2024,314881
26,Femmine,2024,285002
27,Maschi,2024,314955
27,Femmine,2024,287166
28,Maschi,2024,312534
28,Femmine,2024,287713
29,Maschi,2024,314071
29,Femmine,2024,293105
3,Maschi,2024,213459
3,Femmine,2024,201122
30,Maschi,2024,317807
30,Femmine,2024,300228
31,Maschi,2024,330824
31,Femmine,2024,313830
32,Maschi,2024,327835
32,Femmine,2024,314038
33,Maschi,2024,335148
33,Femmine,2024,320205
34,Maschi,2024,331675
34,Femmine,2024,321747
35,Maschi,2024,340250
35,Femmine,2024,329595
36,Maschi,2024,332219
36,Femmine,2024,324559
37,Maschi,2024,332853
37,Femmine,2024,326604
38,Maschi,2024,341770
38,Femmine,2024,337568
39,Maschi,2024,347859
39,Femmine,2024,343824
4,Maschi,2024,221288
4,Femmine,2024,210212
40,Maschi,2024,353623
40,Femmine,2024,349773
41,Maschi,2024,364746
41,Femmine,2024,362336
42,Maschi,2024,365493
42,Femmine,2024,365254
43,Maschi,2024,375778
43,Femmine,2024,372880
44,Maschi,2024,384578
44,Femmine,2024,386392
45,Maschi,2024,405094
45,Femmine,2024,406122
46,Maschi,2024,416439
46,Femmine,2024,420285
47,Maschi,2024,433727
47,Femmine,2024,438351
48,Maschi,2024,453538
48,Femmine,2024,459117
49,Maschi,2024,470974
49,Femmine,2024,477197
5,Maschi,2024,231752
5,Femmine,2024,218688
50,Maschi,2024,466626
50,Femmine,2024,475508
51,Maschi,2024,471116
51,Femmine,2024,478896
52,Maschi,2024,473088
52,Femmine,2024,485090
53,Maschi,2024,468230
53,Femmine,2024,479854
54,Maschi,2024,479187
54,Femmine,2024,492932
55,Maschi,2024,474087
55,Femmine,2024,489034
56,Maschi,2024,473883
56,Femmine,2024,491676
57,Maschi,2024,478649
57,Femmine,2024,494278
58,Maschi,2024,475770
58,Femmine,2024,492722
59,Maschi,2024,479751
59,Femmine,2024,499138
6,Maschi,2024,241613
6,Femmine,2024,227751
60,Maschi,2024,445861
60,Femmine,2024,469662
61,Maschi,2024,427730
61,Femmine,2024,453553
62,Maschi,2024,416061
62,Femmine,2024,444128
63,Maschi,2024,401180
63,Femmine,2024,429136
64,Maschi,2024,388370
64,Femmine,2024,417065
65,Maschi,2024,367172
65,Femmine,2024,398413
66,Maschi,2024,360685
66,Femmine,2024,393327
67,Maschi,2024,350799
67,Femmine,2024,383711
68,Maschi,2024,340770
68,Femmine,2024,375749
69,Maschi,2024,332025
69,Femmine,2024,369420
7,Maschi,2024,248294
7,Femmine,2024,235369
70,Maschi,2024,314318
70,Femmine,2024,349292
71,Maschi,2024,304083
71,Femmine,2024,342972
72,Maschi,2024,298980
72,Femmine,2024,339697
73,Maschi,2024,305037
73,Femmine,2024,349450
74,Maschi,2024,301868
74,Femmine,2024,348453
75,Maschi,2024,307840
75,Femmine,2024,360537
76,Maschi,2024,294064
76,Femmine,2024,347927
77,Maschi,2024,284834
77,Femmine,2024,343900
78,Maschi,2024,211931
78,Femmine,2024,261173
79,Maschi,2024,210342
79,Femmine,2024,264845
8,Maschi,2024,255000
8,Femmine,2024,240818
80,Maschi,2024,202021
80,Femmine,2024,262650
81,Maschi,2024,191608
81,Femmine,2024,254887
82,Maschi,2024,182933
82,Femmine,2024,250132
83,Maschi,2024,188829
83,Femmine,2024,265675
84,Maschi,2024,174057
84,Femmine,2024,250543
85,Maschi,2024,154318
85,Femmine,2024,231568
86,Maschi,2024,129310
86,Femmine,2024,201391
87,Maschi,2024,106580
87,Femmine,2024,175795
88,Maschi,2024,95175
88,Femmine,2024,164400
89,Maschi,2024,78602
89,Femmine,2024,144433
9,Maschi,2024,262545
9,Femmine,2024,247842
90,Maschi,2024,63218
90,Femmine,2024,123444
91,Maschi,2024,49543
91,Femmine,2024,105054
92,Maschi,2024,39224
92,Femmine,2024,88811
93,Maschi,2024,30701
93,Femmine,2024,76769
94,Maschi,2024,20854
94,Femmine,2024,56482
95,Maschi,2024,14421
95,Femmine,2024,43022
96,Maschi,2024,9933
96,Femmine,2024,32104
97,Maschi,2024,6340
97,Femmine,2024,23031
98,Maschi,2024,3950
98,Femmine,2024,16264
99,Maschi,2024,2659
99,Femmine,2024,11180
